source,text,Data Bersih,sentiment_score,sentiment_label
Twitter,Sebenernya ga salah sih kalau jawabnya biasa aja yang salah itu kalau lewatin Weekend Promo Dobel Poin dari MyPertamina Transaksi produk - produk unggulan Pertamina mulai dari isi Pertamax Series Dex Series beli Bright Gas jajan di Bright Store Bright Cafe atau isi oli https://t.co/796SalOsQT,sebenernya salah sih salah lewatin weekend promo dobel poin mypertamina transaksi produk produk unggul pertamina isi pertamax series dex series beli bright gas jajan bright store bright cafe isi oli,7,Positif
Twitter,Tanjakan pembunuh mobil2 baru ada mobil listrik juga yg lagi laris2 nya https://t.co/bLNcHVGRJD,tanjak bunuh mobil mobil listrik laris nya,-3,Negatif
Twitter,@bluecandleway Ini akun marketnya warga AS atau indo? Kok ga dijelasin benefit dari pihak Indonesia? Indonesia dapet insentif hijau buat jual baterai EV tarif ekspor paling rendah di negara ASEAN transfer teknologi manufaktur dan pertambangan,akun marketnya warga as indo dijelasin benefit indonesia indonesia dapet insentif hijau jual baterai ev tarif ekspor rendah negara asean transfer teknologi manufaktur tambang,-2,Negatif
Twitter,Rekor pemadaman kebakaran Motor listrik tercepat di Cina. Tak perlu banyak biaya atau panggil Damkar cukup mendorongnya ke sungai. https://t.co/d8qqpsCeOv,rekor madam bakar motor listrik cepat cina biaya panggil damkar dorong sungai,3,Positif
Twitter,: Aku mau kasih tahu cerita lucu nih. Tadi aku tiba-tiba kepikiran makanan khas Quanzhou lalu teringat waktu dulu masih kuliah dan liburan pulang ke Quanzhou. Malam-malam ayahku memboncengkanku pakai motor listrik terus kami berhenti di dekat penjual Fuding Roupian (irisan https://t.co/ah9zANjJyn,kasih cerita lucu nih tibatiba pikir makan khas quanzhou kuliah libur pulang quanzhou malammalam ayah bonceng pakai motor listrik henti jual fuding roupian iris,10,Positif
Twitter,@david_enzoAmore @Adinerosol Lo kira kita semua ga bayar pajak? Makan dipajakin bayar air bayar listrik bayar PBB bayar pajak motor bayar ini itu. Mikir pake otak dungumu itu pendapatan Indo terbesar dari apa? PAJAK RAKYAT. Mau tanya lagi apa sumbangsih masyarakat?,lo bayar pajak makan dipajakin bayar air bayar listrik bayar pbb bayar pajak motor bayar mikir pakai otak dungu dapat indo besar pajak rakyat sumbangsih masyarakat,0,Netral
Twitter,Tesla padahal mobil listrik bagus sempat jd idaman orang2 berduit. Termasuk aku pun suka dgn tongkrongannya yg futuristik dan canggih. Apalagi sakrng ada teknologi self driving meskipun ragu bisa dipakai di Indonesia. Cuman skrng kayaknya BYD dari Cina mulai menggeser https://t.co/NwTSmMUiez,tesla mobil listrik bagus idam orang duit suka tongkrong futuristik canggih sakrng teknologi self driving ragu pakai indonesia cuman skrng kayak byd cina geser,5,Positif
Twitter,@innovacommunity Sebuah mobil listrik Geely EX5 dilaporkan mengalami kecelakaan tunggal dengan menabrak trotoar di kawasan Pantai Indah Kapuk (PIK) Jakarta Utara pada Senin malam 16 Februari 2026. Insiden ini mengakibatkan roda depan patah POSTINGAN PENUH KEBENCIAN dari minnov ,mobil listrik geely ex lapor alami celaka tunggal tabrak trotoar kawasan pantai indah kapuk pik jakarta utara senin malam februari insiden akibat roda patah postingan penuh benci minnov,-12,Negatif
Twitter,Batas Aman Mobil Listrik Melewati Genangan Air ~AM Klik untuk baca: https://t.co/9AileMXULs,batas aman mobil listrik lewat genang air am klik baca,0,Netral
Twitter,e Vitara resmi meluncur di Tanah Air melalui ajang IIMS 2026. Mengusung gaya sport utility vehicle (SUV) produk ini menjadi mobil listrik murni pertama Suzuki untuk pasar Indonesia. Baca selengkapnya https://t.co/bdUIquksN1 ~AM #EVitara #SUV #MobilListrik #Suzuki https://t.co/aUg5Uz9vod,e vitara resmi luncur tanah air ajang iims usung gaya sport utility vehicle suv produk mobil listrik murni suzuki pasar indonesia baca lengkap am,7,Positif
Twitter,Stefano Domenicali meminta semua pihak tetap tenang menanggapi kritik para pembalap terhadap aturan baru 2026 tetapi menegaskan perubahan akan dilakukan jika memang diperlukan. Diketahui ia berbicara dengan Max Verstappen selama satu jam pada Rabu lalu. Aturan baru https://t.co/r78PsRRctR,stefano domenicali tenang tanggap kritik balap atur ubah bicara max verstappen jam rabu atur,11,Positif
Twitter,Overkontrak kost putri pad! BU bgt bisa nego wajar aku bonusin bantalguling sapu pel karpet ciseke kecil feb-juli 5 5jt akses 24jam tanya2 rep aja kasur meja lemari ⁠km dalam wc duduk kulkas dapur jemuran inc listrik&amp;air ⁠parkir motor https://t.co/snKS3J0nun,overkontrak kost putri pad bu banget nego wajar bonusin bantalguling sapu pel karpet ciseke febjuli jt akses jam rep kasur meja lemari wc duduk kulkas dapur jemur inc listrikampair parkir motor,0,Netral
Twitter,BREAKING Formula 1 dan FIA tidak menutup kemungkinan untuk mengurangi besar daya dari motor listrik ges! CEO F1 Stefano Domenicali berbicara dengan Verstappen selama satu jam pada hari Rabu lalu setelah kritik yang ia sampaikan. (@ErikvHaren) https://t.co/aetOnyu6PC,breaking formula fia tutup kurang daya motor listrik ges ceo f stefano domenicali bicara verstappen jam rabu kritik,-10,Negatif
Twitter,Telah terjadi kecelakaan antara KRL Bandara Soekarno-Hatta dengan sebuah truk di perlintasan sebidang samping Stasiun Poris Tangerang pada pagi hari ini (20/02/2026). Yang membuat geramnya lagi sebuah mobil hitam juga nekat menerobos perlintasan saat kereta sudah mendekat. https://t.co/xddVNapa9N,celaka krl bandara soekarnohatta truk lintas bidang samping stasiun poris tangerang pagi geram mobil hitam nekat terobos lintas kereta dekat,-12,Negatif
Twitter,Banjir Jakarta sering menyebabkan kendaraan mogok akibat air masuk ke mesin atau komponen listrik. Memantau kondisi real-time membantu pemilik mobil dan motor menghindari genangan berbahaya. https://t.co/dBMkOSBp5i,banjir jakarta sebab kendara mogok akibat air masuk mesin komponen listrik pantau kondisi realtime bantu milik mobil motor hindar genang bahaya,-1,Negatif
Twitter,Kerja Sama Honda Nissan Mitsubishi 2026 Fokus ke Mobil Listrik https://t.co/ewCNP62y0y https://t.co/zMGmprR8Jx,kerja honda nissan mitsubishi fokus mobil listrik,6,Positif
Twitter,Konon ini adalah mobil listrik Ferrari yg sdg diuji jalan menggunakan sticker kamuflase. https://t.co/9GcXqbIbiG,konon mobil listrik ferrari sdg uji jalan sticker kamuflase,2,Positif
Twitter,Cara Suzuki Tekan Harga Mobil Listrik e Vitara Jadi Rp 200 Jutaan https://t.co/V65J2vLXgD,suzuki tekan harga mobil listrik e vitara rp juta,7,Positif
Twitter,Overkontrak kost putri pad! BU bgt bisa nego wajar aku bonusin bantalguling sapu pel karpet ciseke kecil feb-juli 5 5jt akses 24jam tanya2 rep aja kasur meja lemari ⁠km dalam wc duduk kulkas dapur jemuran inc listrik&amp;air ⁠parkir motor https://t.co/dyC7qnPyfr,overkontrak kost putri pad bu banget nego wajar bonusin bantalguling sapu pel karpet ciseke febjuli jt akses jam rep kasur meja lemari wc duduk kulkas dapur jemur inc listrikampair parkir motor,0,Netral
Twitter,Mobil listrik E MOZA karya siswa Teknik Kendaraan Ringan Otomotif (TKRO) resmi diperkenalkan dalam acara Syakban Bermuhammadiyah di Alun-alun Pancasila Salatiga Senin (16/2). https://t.co/qSDxPDhz6T #suaramerdeka #mobillistrik #emoza #smkmuhammadiyahsalatiga #salatiga #inovasi https://t.co/WD3y0VjZEO,mobil listrik e moza karya siswa teknik kendara ringan otomotif tkro resmi kenal acara syakban bermuhammadiyah alunalun pancasila salatiga senin,10,Positif
Twitter,Sistem Penggantian Baterai Makin Diminati Pengguna Mobil Listrik di China Lebih Cepat dari Charging https://t.co/lfQolBW4Hw,sistem ganti baterai mati guna mobil listrik china cepat charging,5,Positif
Twitter,rek! cari roommate kosan Ketintang barat perorang 400 fasilitas: kamar mandi dalam lemari kasur free listrik free wifi dapur umum parkiran motor,rek cari roommate kosan ketintang barat orang fasilitas kamar mandi lemari kasur free listrik free wifi dapur parkir motor,2,Positif
Twitter,@SmgMenfess motor listrik entuk der?,motor listrik entuk der,0,Netral
Twitter,Aku kira belum punya po ternyata sdh ada dan masih layak dipakai sdh diganti dgn mobil listrik. Enak ya belanja kalo ga pakai uang sendiri. https://t.co/dKYs3ByLGN,po sdh layak pakai sdh ganti mobil listrik enak ya belanja pakai uang,18,Positif
Twitter,@zackchaerul Ga pernah nabrak pernahnya ditabrak Pernah denger cerita temen ngajarin anaknya naik motor eh anaknya ngegas. Akhirnya ibu anak nabrak tiang listrik gigi copot tangan beset2 ,nabrak pernah tabrak denger cerita temen ngajarin anak motor eh anak ngegas anak nabrak tiang listrik gigi copot tangan beset,-19,Negatif
Twitter,@UmarHasibuan__ efisiensi2 tapi mobil eselon pada mobil listrik baru tuh gua liat2 wo wo kalau ngibul tuh pinter dikit napa,efisiensi mobil eselon mobil listrik tuh gua lihat wo wo ngibul tuh pinter dikit napa,1,Positif
Twitter,@innovacommunity Pak dahlan pernah bilang kalo indonesia mau nyusul bikin mobil konvensional bakal butuh 100tahun. Tapi masa depan otomotif ada di mobil listrik dan semua negara waktu itu masih berusaha ngembangin kalo indonesia bisa duluan indonesia akan ajadi pioner di mobil listrik ini. Tapi.,dahlan bilang indonesia nyusul bikin mobil konvensional butuh otomotif mobil listrik negara usaha ngembangin indonesia duluan indonesia ajadi pioner mobil listrik,1,Positif
Twitter,@innovacommunity sebetulnya ide pak dahlan iskan menggandeng para jenius dibidang mobil listrik masa itu sangat brilian menurut beliau semua negara sama-sama memulai mengembangkan mobil listrik jadi ga akan ketinggalan dibanding kalau kita mengembangkan mobil bahan bakar. sayang kena uji emisi,ide dahlan iskan gandeng jenius bidang mobil listrik brilian beliau negara samasama kembang mobil listrik tinggal banding kembang mobil bahan bakar sayang kena uji emisi,12,Positif
Twitter,MBMA bergerak di industri pertambangan nikel sebagai bahan baku pembuatan baterai kendaraan listrik (EV/electronic vehicle). bisnis lainnya dari perusahaan adalah smelter RKEF (rotary kiln-electric furnace) fasilitas pengolahan AIM (asam besi dan logam) dan proyek pabrik HPAL,mbma gerak industri tambang nikel bahan baku buat baterai kendara listrik evelectronic vehicle bisnis usaha smelter rkef rotary kilnelectric furnace fasilitas olah aim asam besi logam proyek pabrik hpal,0,Netral
Twitter,@kkmanti @innovacommunity Mereka bisa berhasil bangun mobil listrik karena group sebelah tidak bisa intervensi mereka. ,hasil bangun mobil listrik group belah intervensi,-1,Negatif
Twitter,@innovacommunity Yang pasti2 aja mendingan Pemerintah dukung Polytron yang sudah sukses meluncurkan kendaraan listrik baik motor maupun mobil. Kalau perlu buat kerjasama pemerintah dgn swasta yg jelas. Nikel Indonesia diprioritaskan buat produsen dalam negeri kembangkan teknologi baterai.,mending perintah dukung polytron sukses luncur kendara listrik motor mobil kerjasama perintah swasta nikel indonesia prioritas produsen negeri kembang teknologi baterai,13,Positif
Twitter,Suzuki Luncurkan Mobil Listrik e Vitara Versi Murah Harga Rp 200 Jutaan! https://t.co/sdY8DDip6J,suzuki luncur mobil listrik e vitara versi murah harga rp juta,9,Positif
Twitter,@Aerio_Id ada yg samaan ga sih ditengah gempuran motor listrik dan matic kok rasanya pengen balik beli motor bebek shogun atau jupiter enak kali yak,sama sih tengah gempur motor listrik matic ken beli motor bebek shogun jupiter enak kali yak,11,Positif
Twitter,mah pah bayarin ukt.. mah pah token listrik bunyi.. mah pah mau mobil.. mah pah mau rumah.. mah pah mau dede bayi https://t.co/cOIQWq4Dr0,mah pah bayarin ukt mah pah token listrik bunyi mah pah mobil mah pah rumah mah pah dede bayi,4,Positif
Twitter,BYD Racco mulai menampakkan interior jelang peluncuran di Jepang. Mobil listrik kei car ini diperkirakan dijual sekitar 2 5 juta yen atau setara Rp 274 jutaan menyasar segmen kei car yang besar di Negeri Sakura. Baca Selengkapnya https://t.co/iAmfmzxIJm ~NA #BYD #BYDRacco https://t.co/xzn0sbAAt9,byd racco tampak interior jelang luncur jepang mobil listrik kei car jual juta yen tara rp juta sasar segmen kei car negeri sakura baca lengkap na,17,Positif
Twitter,Keputusan investasi paling gila sering kali justru terlihat salah di awal. Tahun 2008 saat dunia keuangan goyah dan investor Barat ragu pada perusahaan China. Charlie Munger malah mendorong Berkshire Hathaway menanamkan modal sekitar US$230 juta ke BYD perusahaan baterai,putus investasi gila kali salah dunia uang goyah investor barat ragu usaha china charlie munger dorong berkshire hathaway tanam modal us juta byd usaha baterai,-1,Negatif
Twitter,Tak butuh waktu lama bagi Xiaomi menguasai industri mobil listrik China yang terkenal buas. Mobil listrik besutan Xiaomi sudah mencetak angka yang membuat banyak pemain lama menoleh! #detikOto #Xiaomi https://t.co/wru11Fq3Rj,butuh xiaomi kuasa industri mobil listrik china kenal buas mobil listrik besut xiaomi cetak angka main toleh,0,Netral
Twitter,https://t.co/v5iN9g0bw2,,0,Netral
Twitter,https://t.co/0JjyyboeEa,,0,Netral
Twitter,@mcitraningrum BYD sukses bukan cuma karena founder-nya jago baterai. Wang Chuanfu punya visi teknologi. Wan Gang dorong kebijakan besar-besaran ke EV saat China sadar tak akan menang di mobil bensin. Ada subsidi pasar dibentuk infrastruktur dibangun. Teknologi + kebijakan jalan bareng.,byd sukses foundernya jago baterai wang chuanfu visi teknologi wan gang dorong bijak besarbesaran ev china sadar menang mobil bensin subsidi pasar bentuk infrastruktur bangun teknologi bijak jalan bareng,17,Positif
Twitter,Kesuksesan BYD ini kombinasi visionernya Wang Chuanfu (founder &amp; CEO BYD) dan Wan Gang (Menteri Saintek Tiongkok 2007-2018). Wan Gang itu disebut Bapak EV negara panda :) ️ Wang Chuanfu adalah chemist dengan keahlian di baterai; makanya dia kemudian mendirikan pabrik baterai,sukses byd kombinasi visioner wang chuanfu founder amp ceo byd wan gang menteri saintek tiongkok wan gang ev negara panda wang chuanfu chemist ahli baterai diri pabrik baterai,-20,Negatif
Twitter,@ridwanhr Coba aja Nggak ada subsidi gw mau liat mobil listrik jalan Nggak,coba subsidi gw lihat mobil listrik jalan,6,Positif
Twitter,@GaiusJArminius @AldhitamaR @WillyXO intinya ttp dibantu pemerintah insentif dan subsidi keduanyabentuk bantuan pemerintah. Tujuannya sama sama untuk meringankana jgn lupa ngecharge ev jg subsidi PLN jam 22.00 sampe subuh pln sendiri sebut subsidi loh ya faktanya gt No hard feeling saya jg user ev ‍↕️,inti ttp bantu perintah insentif subsidi keduanyabentuk bantu perintah tuju meringankana jgn lupa ngecharge ev subsidi pln jam sampe subuh pln subsidi loh ya fakta gt no hard feeling user ev,14,Positif
Twitter,Mobil Listrik Ternyata Kehilangan Jarak Tempuh di Musim Dingin https://t.co/MjlYWTnVHj,mobil listrik hilang jarak tempuh musim dingin,11,Positif
Twitter,@sharpandshark Org model begini pasti benci dg kehadiran motor listrik tuh. Gak bisa mencari nafkah... ,org model benci dg hadir motor listrik tuh gak cari nafkah,9,Positif
Twitter,Laris Manis Mobil Listrik Xiaomi Udah Laku 600 Ribu Unit! https://t.co/17yp4TMyXi,laris manis mobil listrik xiaomi udah laku ribu unit,2,Positif
Twitter,Mengapa BYD Disebut Perusahaan Paling Terintegrasi Secara Vertikal? Dalam konteks industri otomotif BYD dianggap sebagai perusahaan yang paling ekstrem menerapkan strategi ini karena mereka memproduksi hampir seluruh bagian dari mobil mereka sendiri. Produksi Komponen Inti,byd usaha integrasi vertikal konteks industri otomotif byd anggap usaha ekstrem terap strategi produksi mobil produksi komponen inti,2,Positif
Twitter,@lalaliifee @RICHGIRLISA Lha hyundai aja uda kocar kacir ma mobil listrik dr china elektronik uda mulai kegeser xiaomi,lha hyundai uda kocar kacir ma mobil listrik dr china elektronik uda geser xiaomi,2,Positif
Twitter,Naik Level! Ini SPKLU 400 kW Pertama di Indonesia https://t.co/PiMZsTyVEp,level spklu kw indonesia,0,Netral
Twitter,Gandeng MEBI &amp; HUAWEI PLN Resmikan SPKLU Ultra-Fast 480 kW https://t.co/wMN2sHy4bi,gandeng mebi amp huawei pln resmi spklu ultrafast kw,2,Positif
Twitter,Kenapa ya bapakku tidak tertarik mobil listrik? Padahal aku skrg kerja di jaktim kayaknya untuk komuter tangsel-jaktim lebih enak pake moblis.,ya bapak tarik mobil listrik kerja jaktim kayak komuter tangseljaktim enak pakai moblis,11,Positif
Twitter,Smartfren Andromax U2 ponsel cukup berkesan buat gua saking berkesan nya hp ini hilang karena kena jegat preman ditempat sepi . Beli awal rilis Agustus 2013 Spesifikasi nya: Layar 4 5 inci IPS 540×960 60Hz Snapdragon 1.2Ghz MSM8625Q. GPU Andreno 203 Dual On EV-DO &amp; GSM. https://t.co/9EkNIjLktL,smartfren andromax u ponsel kesan gua saking kesan nya hp hilang kena jegat preman tempat sepi beli rilis agustus spesifikasi nya layar inci ips hz snapdragon ghz msmq gpu andreno dual on evdo amp gsm,-1,Negatif
Twitter,SPKLU 480 kW dengan Liquid Cooling Resmi Beroperasi di Gading Serpong Isi Daya 20 Menit Bisa Tembus 80 Persen https://t.co/CqKTg1ZXgQ,spklu kw liquid cooling resmi operasi gading serpong isi daya menit tembus persen,10,Positif
Twitter,@FiksiBerfakta BYD awalnya mobil bensin hibrid baru akhirnya putusin 100% mobil listrik semua meninggalkan mobil bensin.,byd mobil bensin hibrid putusin mobil listrik tinggal mobil bensin,4,Positif
Twitter,sepeda listrik vs motor ngebut di perempatan https://t.co/j2s1tlk0Ip,sepeda listrik vs motor ngebut empat,0,Netral
Twitter,@DS_yantie Coba kalo dia petugas MBG pasti sudah dikasih motor listrik https://t.co/Gqw5NR3Cmc,coba tugas mbg kasih motor listrik,3,Positif
Twitter,Alkisah bin ringkasnya seperti ini bang terkait quote tweet saya. Pada 2008 Berkshire Hathaway menginvestasikan sekitar $230 juta untuk membeli ~10% saham BYD (225 juta saham) melalui rekomendasi kuat Charlie Munger yang sebelumnya diperkenalkan oleh Li Lu (seorang investor https://t.co/67RH9itK8O,alkisah bin ringkas bang kait quote tweet berkshire hathaway investasi juta beli saham byd juta saham rekomendasi kuat charlie munger kenal li lu investor,6,Positif
Twitter,Daftar Harga Terbaru Mobil Listrik Geely 2026 di Indonesia mencakup model unggulan seperti EX5 EX2 dan Starray dengan promo menarik hingga Februari 2026. https://t.co/WxSQvlPYqj,daftar harga baru mobil listrik geely indonesia cakup model unggul ex ex starray promo tarik februari,11,Positif
Twitter,CEO Formula E Jeff Dodds mau menawarkan Juara Dunia F1 4 kali Max Verstappen kesempatan mencoba mobil Gen4 Bakal diambil gak ya? Lumayan kan bisa coba mobil balap bertenaga listrik alami tanpa steroid hehehe. #FormulaE #ABBFormulaE @JeffFormulaE https://t.co/Ykma9B0H0R,ceo formula e jeff dodds tawar juara dunia f kali max verstappen sempat coba mobil gen ambil gak ya lumayan coba mobil balap tenaga listrik alami steroid hehehe,3,Positif
Twitter,https://t.co/ySuyKRLhja,,0,Netral
Twitter,𝐒𝐞𝐫𝐢𝐮𝐬 𝐚𝐝𝐚 𝐲𝐠 𝐛𝐚𝐧𝐝𝐢𝐧𝐠𝐢𝐧 𝐁𝐘𝐃 𝐬𝐚𝐦𝐚 𝐅𝐨𝐫𝐝???? BYD dari awal memang main di mobil listrik. Fokusnya jelas. Produksi digenjot harganya ditekan pasar luar negeri disikat satu-satu. Mereka nggak perlu mikir ninggalin masa lalu karena memang lahirnya,byd main mobil listrik fokus produksi genjot harga tekan pasar negeri sikat satusatu mikir ninggalin lahir,11,Positif
Twitter,Beli Mobil Listrik dikampung cocok ga ya?,beli mobil listrik kampung cocok ya,11,Positif
Twitter,Aksi cepat tanggap di lapangan. Baru saja terjadi insiden kebakaran sepeda motor yang diduga akibat korsleting listrik. Beruntung personel yang bertugas di lokasi segera melakukan pemadaman dini untuk mencegah ledakan yang lebih besar. https://t.co/9RFyJvJYrI,aksi cepat tanggap lapang insiden bakar sepeda motor duga akibat korsleting listrik untung personel tugas lokasi madam cegah ledak,17,Positif
Twitter,Mau begini tapi pake motor listrik lucu ga sihh,pakai motor listrik lucu sihh,1,Positif
Twitter,@yqounger aku tiap bulan bayar listrik juga sekitar 350-450 elektronik aktif semua + charger motor listrik.,bayar listrik elektronik aktif charger motor listrik,3,Positif
Twitter,Belum lagi pulih dari dampak bencana yang sebelumnya terjadi Kabupaten Tapanuli Tengah (Tapteng) kembali dilanda banjir Senin (16/2/2026). Bupati Tapanuli Tengah Masinton Pasaribu menyampaikan bahwa banjir kali ini meluas hampir di seluruh kecamatan. Di Kecamatan Tukka https://t.co/oKD68mIwND,pulih dampak bencana kabupaten tapanuli tapteng landa banjir senin bupati tapanuli masinton pasaribu banjir kali luas camat camat tukka,3,Positif
Twitter,What happens when you suddenly cut the feedstock of a booming industry? Price spikes. Kementerian ESDM resmi memotong RKAB bijih nikel untuk tahun 2026 menjadi 260-270 juta wmt. Tahun 2025 kuota tersebut adalah 379 juta wmt. Berarti DISUNAT hampir SEPEREMPAT. Tentu saja harga https://t.co/Ie9NxDgozS,what happens when you suddenly cut the feedstock of a booming industry price spikes menteri esdm resmi potong rkab bijih nikel juta wmt kuota juta wmt sunat empat harga,8,Positif
Twitter,@sharpandshark Itu Sepeda Listrik Anak Kecil sudah dalam posisi belok kanan hingga mencapai tengah Jalan seharusnya Motor yang dikendarai oleh Orang Kolot mengurangi kecepatan dan mengambil jalur kiri...,sepeda listrik anak posisi belok kanan capai jalan motor kendara orang kolot kurang cepat ambil jalur kiri,-13,Negatif
Twitter,Mobil Listrik 2026 Terlaris! BYD Resmi Rilis 2 SUV Baru Cek Fitur Keunggulan dan Kelebihannya https://t.co/gzYv5ZvHaW lewat @tribunnews,mobil listrik laris byd resmi rilis suv cek fitur unggul lebih,3,Positif
Twitter,@Arifah090994 Dari vidio sepeda listrik dari pinggir kiri langsung belok kekanan dan kemungkinan baru dugaan motor mungkin dari jauh sudah laju kencang tiba² liat anak² yang pake sepeda listrik ini belok kanan jadi terpaksa harus ambil arah ke kanan pula... akhirnya tabrakan tak,vidio sepeda listrik pinggir kiri langsung belok kan duga motor laju kencang tiba lihat anak pakai sepeda listrik belok kanan paksa ambil arah kanan tabrak,-3,Negatif
Twitter,Bukan Mobil Listrik Penjualan Mobil Hybrid Diprediksi Melejit di Indonesia https://t.co/DmQfHvcHU7,mobil listrik jual mobil hybrid prediksi lejit indonesia,6,Positif
Twitter,@satriohendri Sdh tahu blum kalo mobil china itu membunuh ribuan pabrik komponen dlm negeri?Sdh tahu blum kalo import CBU mobil listrik mem-PHK bnyk orang?Sdh tahu blum kalo Mobil China tdk bayar pajak? Sadar ngk kita d kadalin China dn antek2 nya d negeri ini? Yuk debat. @prabowo @bang_dasco,sdh blum mobil china bunuh ribu pabrik komponen dlm negerisdh blum import cbu mobil listrik memphk bnyk orangsdh blum mobil china bayar pajak sadar ngk kadalin china dn antek nya negeri yuk debat,4,Positif
Twitter,bikin berkendara jadi lebih tenang dan nyaman dengan BYD! 8 tahun ke depan aman berkendara mobil listrik yang ramah lingkungan. mau coba beralih? cek penawarannya langsung di sini https://t.co/4DDcdgm2sx #NoBlabladiBlibli #CekDuludiBlibli #OTOx https://t.co/8y9dqUNXbL,bikin kendara tenang nyaman byd aman kendara mobil listrik ramah lingkung coba alih cek tawar langsung,12,Positif
Twitter,Skin care : ga pernah tu pake skincare korea. Lgsg ke klinik Resep dokter. Ngapain cb pake produk yg g sesuai sm kulit orang indo. Sekalian treatment Perangkat elektronik : y pake IP atau pixel kl ga pake hp bikinan china lbh murah dan bagus Mobil : pk mbil listrik dr china murah,skin care tu pakai skincare korea lgsg klinik resep dokter ngapain cb pakai produk sesuai kulit orang indo treatment perangkat elektronik y pakai ip pixel kl pakai hp bikin china murah bagus mobil pk mbil listrik dr china murah,17,Positif
Twitter,Tren Awal Tahun 2026: Mobil Listrik-PHEV 'Beringas' Hybrid Gimana? https://t.co/kQq22PB6zl,tren mobil listrikphev beringas hybrid gimana,-5,Negatif
Twitter,INILAH SEBABNYA KOREA HARUS MENYADARI BAHWA MEREKALAN MONY*T YANG SEBENARNYA Kamu tahu gak kasus Indosarang yang terjadi belum lama ini ? Sifat rasialisme ini memang sudah tertanam sejak lahir. Supremasi superior dan imperior sudah ditanamkan pada warga Korea. Sistem patriarki https://t.co/jieopafz9j,korea sadar rekal monyt gak indosarang sifat rasialisme tanam lahir supremasi superior imperior tanam warga korea sistem patriark,0,Netral
Twitter,@sharpandshark Aku bisa motor tapi takut kendarai sepeda listrik kalo di gas tuh serasa kaya mao kencng ajah kaya mao mental,motor takut kendara sepeda listrik gas tuh serasa kaya mao kencng ajah kaya mao mental,1,Positif
Twitter,@sharpandshark Maka dari itu suka ngeri klo liat anak sd smp dijalan bawa sepeda listrik sendiri buat ke sekolah. Udah semi motor itu,suka ngeri klo lihat anak sd smp jalan bawa sepeda listrik sekolah udah semi motor,5,Positif
Twitter,@PenopangDagu Sebelum beli sepeda listrik sebaiknya ortu ke anak² beri penjelasan cukup. Sepeda listrik sudah mirip sepeda motor low speed bhkan sudah ada yg gunakan utk jarak relatif cukup jauh antar kampung ....,beli sepeda listrik ortu anak jelas sepeda listrik sepeda motor low speed bhkan utk jarak relatif kampung,3,Positif
Twitter,@LambeSahamjja Tempat industri pembuatan mobil listrik BYD terbesar di asia tenggara..!! Makanya $SSIA dilirik oleh BBCA ,industri buat mobil listrik byd besar asia tenggara ssia lirik bbca,6,Positif
Twitter,Kejadian dramatis dan dilematis antara anak² gunakan sepeda listrik vs orang dewasa pake motor saat memasuki pertigaan. Endingnya: tabrakan tak terhindarkan siapa bobot kesalahan yang paling berat? Megaluh Jombang. kacamata sudimoro https://t.co/PMgeLkaTSF,jadi dramatis lat anak sepeda listrik vs orang dewasa pakai motor pasuk tiga endingnya tabrak hindar bobot salah berat megaluh jombang kacamata sudimoro,-3,Negatif
Twitter,Mau nanya kalo beli mobil listrik kecil mending vinfast wuling airev atau apa?,nanya beli mobil listrik mending vinfast wuling airev,4,Positif
Twitter,Si keren masa depan Honda Icon e: Motor listrik yang stylish praktis dan pastinya eco-friendly! Desainnya modern banget ringan dan siap nemenin kamu keliling kota tanpa polusi Cocok buat BroSis yang pengen tampil beda tapi tetep peduli lingkungan Siap jadi bagian https://t.co/lAY8VfqiyO,si keren honda icon e motor listrik stylish praktis pasti ecofriendly desain modern banget ringan nemenin keliling kota polusi cocok bros ken tampil beda tetep peduli lingkung,24,Positif
Twitter,@rasjawa Mau komen ini UTAS dan jawaban pembuat UTAS cenderung asal dan tendensius. 1. Tidak secara langsung bertanya penyebabnya lalu menyimpulkan. 2. Setiap ada yang menyampaikan alternatif solusi di rest area ada SPKLu selalu menyanggah dengan bilang SPKLU penuh dan antri. Jadi maksud,komen utas buat utas cenderung tendensius langsung sebab simpul alternatif solusi rest area spklu sanggah bilang spklu penuh antri maksud,22,Positif
Twitter,Insentif Otomotif Disetop Orang Jadi Malas Beli Mobil Listrik? https://t.co/UkhN3JeVzk,insentif otomotif setop orang malas beli mobil listrik,2,Positif
Twitter,Pasar mobil listrik di Indonesia tumbuh pesat. Membuka peluang bisnis stasiun pengisian kendaraan listrik umum. #Ekonomi #AdadiKompas https://t.co/6aQ7M0f2dN,pasar mobil listrik indonesia tumbuh pesat buka peluang bisnis stasiun isi kendara listrik,12,Positif
Twitter,Hmmm... APAR jenis baru yg diklaim utk kategori kebakaran kelas L (baterai lithium) belum terbukti efektif. Jadi sampai sekarang belum ada yg bener2 certified efektif utk memadamkan kebakaran EV atau yg disebabkan oleh bateral lithium https://t.co/YlLYy1Q3Up,hm apar jenis klaim utk kategori bakar kelas l baterai lithium bukti efektif bener certified efektif utk madam bakar ev sebab bateral lithium,9,Positif
Twitter,Sekarang eranya mobil SUV bertenaga listrik. Ini terlihat dari banyaknya pilihan di ajang IIMS 2026. Persaingan panas ada di SUV berdimensi kompak. #Kendara #AdadiKompas https://t.co/4Z86oAUpUt,era mobil suv tenaga listrik banyak pilih ajang iims saing panas suv mens kompak,6,Positif
